created,text,retweetCount
2017-07-06 08:07:30,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 08:07:22,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 08:07:13,"🇮🇳✌🇮🇳  Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate https://t.co/KpUwxqlYlc",0
2017-07-06 08:07:12,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 08:06:14,"RT @hindustanse: @Shehla_Rashid ISIS bibi at JNU after #Demonetisation no one is paying u?, so no protection? U know that disease can affec…",53
2017-07-06 08:04:37,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 08:04:35,RT @jamewils: Oh Lord Kumbhakarana..Thanks for waking up after 6 months of the draconian ordinance https://t.co/ifD1jsdLsi,254
2017-07-06 08:04:21,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 08:04:17,RT @RaisinaSeries: Double blow from demonetisation &amp; GST will play out over next 6 months with reduced econ growth. BJP will compensate by…,183
2017-07-06 08:02:49,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 08:02:46,RT @RomeshNadir: Huge discomfort surfacing vividly for @_sabanaqvi unable to swallow &amp; digest d response of d Traders to #Demonetisation &amp;…,64
2017-07-06 08:02:36,"RT @firstpost: Diagnosing what limits the economic expansion, #PaulKrugman blamed sudden #demonetisation announced on 8 November https://t.…",23
2017-07-06 08:02:25,"RT @iamrahulsharma0: @AamAadmiParty 
 👇👇
Demonetisation-death in banks.
After GST death in mall,restaurant Cz of tax
It's a draconic decisi…",251
2017-07-06 08:01:57,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 08:01:54,RT @jamewils: Oh Lord Kumbhakarana..Thanks for waking up after 6 months of the draconian ordinance https://t.co/ifD1jsdLsi,254
2017-07-06 08:01:52,RT @AnimaSonkar: You were very opinionated about the current leadership after #demonetisation also. But #UPElections2017 proved you wrong.…,1
2017-07-06 08:01:44,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 08:01:22,"RT @SurajMNHegde: New threats &amp; realities that will have to be faced in #cashless economy &amp; #DigitalIndia post #DeMonetisation
Imagine your…",59
2017-07-06 08:00:42,"RT @SitaramYechury: BJP promised 10 crore jobs. But focus is firmly on destroying livelihoods: demonetisation and then ill-planned GST. 
ht…",180
2017-07-06 08:00:10,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:59:58,RT @RomeshNadir: Huge discomfort surfacing vividly for @_sabanaqvi unable to swallow &amp; digest d response of d Traders to #Demonetisation &amp;…,64
2017-07-06 07:59:47,"Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate https://t.co/SI4dBXBv02 via @economictimes",0
2017-07-06 07:59:30,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:59:25,RT @AnilThakur_: ‘6% GDP is disappointing’: Noted economist Paul Krugman blames demonetisation and RBI policies !https://t.co/gWKirsHN2T vi…,7
2017-07-06 07:58:54,RT @ChouhanShivraj: Only 32L people in India disclose income &gt;Rs.10lakh. PM's visionary steps like demonetisation &amp; GST will help bring mor…,96
2017-07-06 07:58:51,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:58:15,You were very opinionated about the current leadership after #demonetisation also. But #UPElections2017 proved you… https://t.co/Xm1wQFxhf7,1
2017-07-06 07:58:01,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:57:36,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:57:03,RT @RaisinaSeries: Double blow from demonetisation &amp; GST will play out over next 6 months with reduced econ growth. BJP will compensate by…,183
2017-07-06 07:56:57,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:56:46,"RT @hindustanse: @Shehla_Rashid ISIS bibi at JNU after #Demonetisation no one is paying u?, so no protection? U know that disease can affec…",53
2017-07-06 07:56:31,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:56:01,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:55:45,RT @RaisinaSeries: Double blow from demonetisation &amp; GST will play out over next 6 months with reduced econ growth. BJP will compensate by…,183
2017-07-06 07:55:26,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:54:38,"RT @firstpost: Diagnosing what limits the economic expansion, #PaulKrugman blamed sudden #demonetisation announced on 8 November https://t.…",23
2017-07-06 07:54:25,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:54:16,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:54:05,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:54:03,After demonetisation is GST a means to reduce/eliminate competition small units pose to big business? Quite likely. https://t.co/nfqVmOUOyy,0
2017-07-06 07:53:54,"RT @PumpiNsui: First Demonetisation now ATM fees, how more helpful can the government be? @narendramodi @arunjaitley #TweetMorcha #BankSeBa…",5
2017-07-06 07:53:11,"RT @firstpost: Diagnosing what limits the economic expansion, #PaulKrugman blamed sudden #demonetisation announced on 8 November https://t.…",23
2017-07-06 07:53:06,"RT @RenukaJain6: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake  https://t…",92
2017-07-06 07:52:58,RT @SirJadeja: Ravish Introduces Congress Leader As Poor Businessman Affected By PM's #DeMonetisation Move?Brilliant Expose By @TajinderBag…,2992
2017-07-06 07:52:31,"RT @RenukaJain6: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake  https://t…",92
2017-07-06 07:52:09,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:50:46,"RT @iamrahulsharma0: @AamAadmiParty 
 👇👇
Demonetisation-death in banks.
After GST death in mall,restaurant Cz of tax
It's a draconic decisi…",251
2017-07-06 07:50:19,RT @manojnarahari: GDP growth slows to 6.1% in Jan-March: Indian economy finally bares its demonetisation scars  https://t.co/NlRArvXEyr vi…,6
2017-07-06 07:50:09,"RT @SitaramYechury: BJP promised 10 crore jobs. But focus is firmly on destroying livelihoods: demonetisation and then ill-planned GST. 
ht…",180
2017-07-06 07:49:19,"RT @Jai74863750: @bishnu467 @sadhavi 1. Spreading hate and bigotry. 
2. Destroying hard earned money via demonetisation. 
3. Five times inc…",1
2017-07-06 07:48:36,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:48:17,"RT @RenukaJain6: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake  https://t…",92
2017-07-06 07:48:15,RT @jamewils: Oh Lord Kumbhakarana..Thanks for waking up after 6 months of the draconian ordinance https://t.co/ifD1jsdLsi,254
2017-07-06 07:47:58,"@bishnu467 @sadhavi 1. Spreading hate and bigotry. 
2. Destroying hard earned money via demonetisation. 
3. Five ti… https://t.co/4FyHVRNcGh",1
2017-07-06 07:47:40,"RT @iamrahulsharma0: @AamAadmiParty 
 👇👇
Demonetisation-death in banks.
After GST death in mall,restaurant Cz of tax
It's a draconic decisi…",251
2017-07-06 07:46:41,"New window will defeat DeMo reform, govt to tell SC https://t.co/Z0CLdLxDhR",0
2017-07-06 07:46:25,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:45:53,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:45:04,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:44:53,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:44:50,"RT @SaurabhRai_INC: So Called Economist @arunjaitley Ji must refer @paulkrugman's 📝Points to Run Economy.
&amp; Also We've World Best Dr.MMS
ht…",1
2017-07-06 07:44:50,RT @porinju: Here is what Shashi Kapoor had to say about Demonetisation &amp; GST. Courtesy @stocktalkstweet https://t.co/o97yW2cuSI,298
2017-07-06 07:44:19,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:44:16,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:43:16,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:42:58,"RT @WithCongressUP: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/MbFXeB90…",4
2017-07-06 07:42:58,"RT @hindustanse: @Shehla_Rashid ISIS bibi at JNU after #Demonetisation no one is paying u?, so no protection? U know that disease can affec…",53
2017-07-06 07:42:50,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:42:49,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:42:28,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:42:16,"#DeMonetisation #GET Next ⁉⁉⁉
Yeh To Sirf Trailer Tha, Abhi Picture Baki Hain 
If you are Honest, no need to Worry… https://t.co/4b5fVJKWu0",0
2017-07-06 07:41:33,Residential sales improve sequentially post demonetisation: Knight Frank India - ET RealEstate https://t.co/r70YnxIF1Q,0
2017-07-06 07:41:05,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:40:51,"Your expert commemts on this, @ARanganathan72 Bhai? Or, this guy knows nothing about Economics? Asking @suchetadalal
https://t.co/wSoO7WpwiQ",0
2017-07-06 07:40:18,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:40:11,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:39:08,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:39:08,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:38:38,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:37:44,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:37:30,"So Called Economist @arunjaitley Ji must refer @paulkrugman's 📝Points to Run Economy.
&amp; Also We've World Best Dr.MMS
https://t.co/lhZRYC6APS",1
2017-07-06 07:37:05,"RT @LaBE_Asesores: After GST, govt targets poll funding - The finance minister said that the demonetisation had resulted in 92 lak... https…",1
2017-07-06 07:36:51,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:35:43,RT @brickbuddys: #Budget 2017: A win-win for #home #buyers and #developers https://t.co/6oQtp5azNY #Realestate #buyhome,1
2017-07-06 07:35:29,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:35:25,"RT @firstpost: Diagnosing what limits the economic expansion, #PaulKrugman blamed sudden #demonetisation announced on 8 November https://t.…",23
2017-07-06 07:35:14,"RT @saferozie: Nobel Prize winning Economist Views

https://t.co/HzpYgRt44p

@alamgirizvi @gops333 @kauserseema @nasrulhoda73 @yusufiosys @…",2
2017-07-06 07:35:04,"RT @hindustanse: @Shehla_Rashid ISIS bibi at JNU after #Demonetisation no one is paying u?, so no protection? U know that disease can affec…",53
2017-07-06 07:34:41,"RT @1Patelzuber: During Demonetisation 126 rules changed in 2 months , Now in GST 6000 rules will be change in next 6 months #AntiPeopleGST",27
2017-07-06 07:32:46,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:32:37,"RT @HindolSengupta: Arre... 
https://t.co/9FRrUm9FYM",24
2017-07-06 07:32:26,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:32:26,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:32:17,RT @RSPandeyBJP: Paul Krugman fierce critic of demonetisation now seems to be changing stance https://t.co/kNFlTuUapu @narendramodi  @AmitS…,2
2017-07-06 07:31:36,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:31:30,"RT @MukulAgarwal66: Demonetisation impact not as bad as some of us thought: Paul Krugman,  https://t.co/9DeBYdUxYR 

we are always wrong. a…",12
2017-07-06 07:31:02,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:30:41,RT @AnilThakur_: ‘6% GDP is disappointing’: Noted economist Paul Krugman blames demonetisation and RBI policies !https://t.co/gWKirsHN2T vi…,7
2017-07-06 07:30:33,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:30:32,"RT @NDTVProfit: Demonetisation Impact Fading, Reforms To Pay Off: IMF On Indian Economy
https://t.co/eowxxPcCHx",4
2017-07-06 07:30:32,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:30:20,RT @porinju: Here is what Shashi Kapoor had to say about Demonetisation &amp; GST. Courtesy @stocktalkstweet https://t.co/o97yW2cuSI,298
2017-07-06 07:30:17,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:30:16,"RT @dubash: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate https://t.co/igBwMefaAP",3
2017-07-06 07:29:31,"Conventional macroeconomic issues hurting India says @paulkrugman.
What do you say Dr @Swamy39? RBI is too tight ?
 https://t.co/IMXafofp2S",0
2017-07-06 07:29:31,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:29:16,"New window to exchange notes will affect purpose
#DeMonetisation #DemonetisationCase #SupremeCourt

Find out at… https://t.co/BzSTCJrnt5",0
2017-07-06 07:28:37,RT @RaisinaSeries: Double blow from demonetisation &amp; GST will play out over next 6 months with reduced econ growth. BJP will compensate by…,183
2017-07-06 07:28:29,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:28:19,RT @scroll_in: ‘6% GDP is disappointing’: Noted economist @paulkrugman blames demonetisation and RBI policies https://t.co/uoZtpDIdXv https…,25
2017-07-06 07:28:06,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:27:38,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:27:35,"Nobel laureate Paul Krugman blames demonetisation, RBI, strong rupee for India's tepid growth… https://t.co/7tX8pTXQb8",0
2017-07-06 07:27:32,"#SMERAalerts
SMERA Commentary: Cement Industry recovers post demonetisation with a 1.5% production growth in May ‘1… https://t.co/NU6Ct5ci0s",0
2017-07-06 07:27:29,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:27:28,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:27:16,GDP growth slows to 6.1% in Jan-March: Indian economy finally bares its demonetisation scars  https://t.co/NlRArvXEyr via @htTweets,6
2017-07-06 07:27:11,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:27:01,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:26:57,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:26:54,"RT @OfficialRRai: (11/n) Kashmir. So, during sensitive times like imposition of Demonetisation and GST, Pak is creating imbalance within In…",5
2017-07-06 07:26:51,"@RSPandeyBJP @narendramodi @AmitShah @byadavbjp Sir, instead of trusting his own knowledge, he apparently chose to… https://t.co/eq9huVBIaR",0
2017-07-06 07:26:44,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:26:09,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:25:58,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:25:29,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:25:29,"RT @businessline: Poll

Have you increased your digital transactions post #DeMonetisation ?

Vote here: https://t.co/IRHkWFX1aP
@lokeshwarr…",1
2017-07-06 07:24:42,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:24:42,Still waiting for the govt to declare the amount of #BlackMoney they got rid of by effecting #DeMonetisation. 🤔… https://t.co/jXnmrdx7X7,0
2017-07-06 07:24:23,RT @RSPandeyBJP: Paul Krugman fierce critic of demonetisation now seems to be changing stance https://t.co/kNFlTuUapu @narendramodi  @AmitS…,2
2017-07-06 07:24:14,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:23:46,RT @scroll_in: ‘6% GDP is disappointing’: Noted economist @paulkrugman blames demonetisation and RBI policies https://t.co/uoZtpDIdXv https…,25
2017-07-06 07:23:44,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:23:40,"RT @MukulAgarwal66: Demonetisation impact not as bad as some of us thought: Paul Krugman,  https://t.co/9DeBYdUxYR 

we are always wrong. a…",12
2017-07-06 07:23:01,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:22:58,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:22:25,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:22:21,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:22:15,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:21:59,"RT @MukulAgarwal66: Demonetisation impact not as bad as some of us thought: Paul Krugman,  https://t.co/9DeBYdUxYR 

we are always wrong. a…",12
2017-07-06 07:21:35,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:21:33,"RT @KPadmaRani1: Second #Demonetisation 
Get ready guys 🙌🙌
https://t.co/PEvSqMoeHP",68
2017-07-06 07:21:15,"RT @firstpost: Diagnosing what limits the economic expansion, #PaulKrugman blamed sudden #demonetisation announced on 8 November https://t.…",23
2017-07-06 07:21:14,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:20:37,"RT @vasudha_ET: New window will defeat demonetisation reform, currency gone to Nepal, Bhutan will come back; govt likely to tell SC https:/…",14
2017-07-06 07:18:57,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:18:53,"RT @HTMumbai: Demonetisation: Here’s what two Maharashtra farmers did to save their money, reports @KGhoge 
https://t.co/YwUkWq0eZP https:/…",2
2017-07-06 07:18:20,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:18:19,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:18:13,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:18:08,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:17:00,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:16:27,"RT @firstpost: Diagnosing what limits the economic expansion, #PaulKrugman blamed sudden #demonetisation announced on 8 November https://t.…",23
2017-07-06 07:15:48,New Window To Affect Demonetisation Reform: Govt Likely To Tell SC https://t.co/QdcxbfiuFO https://t.co/wEdU9FehFd,0
2017-07-06 07:15:40,"RT @KapilSibalteam: BJP promised 2 crore jobs but now focus is firmly on destroying livelihoods, demonetisation and ill-planned GST.
@Kapil…",74
2017-07-06 07:15:35,"RT @rishibagree: Every Congress spokie quoted Paul Krugman who went horribly wrong during demonetisation, 

Now they have to lick back thei…",349
2017-07-06 07:15:11,RT @jamewils: Oh Lord Kumbhakarana..Thanks for waking up after 6 months of the draconian ordinance https://t.co/ifD1jsdLsi,254
2017-07-06 07:14:43,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:14:38,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:14:15,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:13:55,"RT @KiranKS: They wished Modi would never become PM.
Then wished #Demonetisation to fail.
Then wished for economy &amp; FDI to fail.
Now wishin…",73
2017-07-06 07:13:47,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:13:24,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:13:07,"I too was puzzled by DeMo &amp; I'm not even an economist: Paul Krugman, Nobel Laureate https://t.co/SdzUbGyL5Y via @economictimes",0
2017-07-06 07:13:04,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:12:55,"Retweeted TheGiniKhan (@giniromet):

Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel... https://t.co/yphenThX8A",0
2017-07-06 07:12:53,"RT @SurajMNHegde: New threats &amp; realities that will have to be faced in #cashless economy &amp; #DigitalIndia post #DeMonetisation
Imagine your…",59
2017-07-06 07:12:52,"RT @giniromet: Demonetisation impact not as bad as some of us thought: Paul Krugman, Nobel Laureate. Finally he admits mistake. 
Waiting fo…",61
2017-07-06 07:12:42,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:12:42,RT @HuffPostIndia: Next on Modi govt's to do list: cleaning up political funding https://t.co/z32vs1NUk4 https://t.co/BcmiXYQCrP,1
2017-07-06 07:12:36,"RT @OfficialRRai: (11/n) Kashmir. So, during sensitive times like imposition of Demonetisation and GST, Pak is creating imbalance within In…",5
2017-07-06 07:12:34,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:12:03,RT @FeignShourie: #DeMonetisation Disaster Decoded by @jamewils in a thread. Nobody does it better than him! https://t.co/H9cpQVWPsN,47
2017-07-06 07:11:46,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
2017-07-06 07:11:44,RT @RaisinaSeries: Double blow from demonetisation &amp; GST will play out over next 6 months with reduced econ growth. BJP will compensate by…,183
2017-07-06 07:11:34,"RT @INCIndia: Demonetisation is not going to make any lasting dent in corruption- Paul Krugman, Nobel Laureate  https://t.co/rLG0Dth7qB",366
